matchid,venue,innings,batting_team,bowler,runs
548368,Eden Gardens,1,Kolkata Knight Riders,SB Jakati,17
548368,Eden Gardens,1,Kolkata Knight Riders,BW Hilfenhaus,18
548368,Eden Gardens,1,Kolkata Knight Riders,R Ashwin,15
548368,Eden Gardens,2,Chennai Super Kings,M de Lange,19
548368,Eden Gardens,2,Chennai Super Kings,L Balaji,11
548368,Eden Gardens,2,Chennai Super Kings,SP Narine,9
548368,Eden Gardens,2,Chennai Super Kings,JH Kallis,12
548369,Feroz Shah Kotla,1,Kings XI Punjab,IK Pathan,6
548369,Feroz Shah Kotla,1,Kings XI Punjab,Y Venugopal Rao,13
548369,Feroz Shah Kotla,1,Kings XI Punjab,M Morkel,17
548369,Feroz Shah Kotla,1,Kings XI Punjab,VR Aaron,11
548369,Feroz Shah Kotla,2,Delhi Daredevils,P Kumar,18
548369,Feroz Shah Kotla,2,Delhi Daredevils,Azhar Mahmood,14
548369,Feroz Shah Kotla,2,Delhi Daredevils,P Awana,5
548370,Wankhede Stadium,1,Kolkata Knight Riders,MM Patel,14
548370,Wankhede Stadium,1,Kolkata Knight Riders,RP Singh,15
548370,Wankhede Stadium,1,Kolkata Knight Riders,SL Malinga,3
548370,Wankhede Stadium,2,Mumbai Indians,L Balaji,6
548370,Wankhede Stadium,2,Mumbai Indians,Shakib Al Hasan,8
548370,Wankhede Stadium,2,Mumbai Indians,SP Narine,6
548370,Wankhede Stadium,2,Mumbai Indians,Iqbal Abdulla,6
548372,Feroz Shah Kotla,1,Royal Challengers Bangalore,IK Pathan,11
548372,Feroz Shah Kotla,1,Royal Challengers Bangalore,UT Yadav,11
548372,Feroz Shah Kotla,1,Royal Challengers Bangalore,VR Aaron,17
548372,Feroz Shah Kotla,1,Royal Challengers Bangalore,AD Russell,3
548372,Feroz Shah Kotla,2,Delhi Daredevils,TM Dilshan,11
548372,Feroz Shah Kotla,2,Delhi Daredevils,Z Khan,22
548372,Feroz Shah Kotla,2,Delhi Daredevils,R Vinay Kumar,14
548372,Feroz Shah Kotla,2,Delhi Daredevils,HV Patel,4
548371,Himachal Pradesh Cricket Association Stadium,1,Chennai Super Kings,P Kumar,16
548371,Himachal Pradesh Cricket Association Stadium,1,Chennai Super Kings,RJ Harris,8
548371,Himachal Pradesh Cricket Association Stadium,1,Chennai Super Kings,Azhar Mahmood,1
548371,Himachal Pradesh Cricket Association Stadium,2,Kings XI Punjab,BW Hilfenhaus,16
548371,Himachal Pradesh Cricket Association Stadium,2,Kings XI Punjab,JA Morkel,12
548371,Himachal Pradesh Cricket Association Stadium,2,Kings XI Punjab,R Ashwin,15
548373,"Rajiv Gandhi International Stadium, Uppal",1,Rajasthan Royals,JP Duminy,6
548373,"Rajiv Gandhi International Stadium, Uppal",1,Rajasthan Royals,DW Steyn,8
548373,"Rajiv Gandhi International Stadium, Uppal",1,Rajasthan Royals,MS Gony,17
548373,"Rajiv Gandhi International Stadium, Uppal",1,Rajasthan Royals,V Pratap Singh,10
548373,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,A Chandila,11
548373,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,SR Watson,14
548373,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,SW Tait,19
548373,"Rajiv Gandhi International Stadium, Uppal",2,Deccan Chargers,J Botha,14
548374,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,M Morkel,16
548374,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,UT Yadav,4
548374,Himachal Pradesh Cricket Association Stadium,2,Delhi Daredevils,P Kumar,27
548374,Himachal Pradesh Cricket Association Stadium,2,Delhi Daredevils,RJ Harris,11
548374,Himachal Pradesh Cricket Association Stadium,2,Delhi Daredevils,P Awana,6
548375,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,A Nehra,8
548375,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,AG Murtaza,11
548375,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,WD Parnell,3
548375,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,B Kumar,5
548375,Subrata Roy Sahara Stadium,2,Pune Warriors,L Balaji,9
548375,Subrata Roy Sahara Stadium,2,Pune Warriors,Shakib Al Hasan,10
548375,Subrata Roy Sahara Stadium,2,Pune Warriors,Iqbal Abdulla,16
548375,Subrata Roy Sahara Stadium,2,Pune Warriors,SP Narine,5
548376,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,Z Khan,12
548376,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,R Vinay Kumar,8
548376,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,P Parameswaran,1
548376,"Rajiv Gandhi International Stadium, Uppal",1,Deccan Chargers,M Muralitharan,2
548376,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,DW Steyn,7
548376,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,MS Gony,33
548377,Sawai Mansingh Stadium,1,Rajasthan Royals,RP Singh,16
548377,Sawai Mansingh Stadium,1,Rajasthan Royals,DS Kulkarni,10
548377,Sawai Mansingh Stadium,1,Rajasthan Royals,SL Malinga,5
548377,Sawai Mansingh Stadium,2,Mumbai Indians,A Chandila,8
548377,Sawai Mansingh Stadium,2,Mumbai Indians,SR Watson,10
548377,Sawai Mansingh Stadium,2,Mumbai Indians,SW Tait,21
548377,Sawai Mansingh Stadium,2,Mumbai Indians,GB Hogg,5
548378,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,IK Pathan,5
548378,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,UT Yadav,9
548378,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,M Morkel,14
548378,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,VR Aaron,20
548378,Subrata Roy Sahara Stadium,2,Delhi Daredevils,L Balaji,12
548378,Subrata Roy Sahara Stadium,2,Delhi Daredevils,Shakib Al Hasan,28
548378,Subrata Roy Sahara Stadium,2,Delhi Daredevils,JH Kallis,7
548378,Subrata Roy Sahara Stadium,2,Delhi Daredevils,SP Narine,2
548379,M Chinnaswamy Stadium,1,Chennai Super Kings,Harbhajan Singh,1
548379,M Chinnaswamy Stadium,1,Chennai Super Kings,DS Kulkarni,13
548379,M Chinnaswamy Stadium,1,Chennai Super Kings,RP Singh,8
548379,M Chinnaswamy Stadium,1,Chennai Super Kings,SL Malinga,8
548379,M Chinnaswamy Stadium,2,Mumbai Indians,SB Jakati,19
548379,M Chinnaswamy Stadium,2,Mumbai Indians,BW Hilfenhaus,28
548379,M Chinnaswamy Stadium,2,Mumbai Indians,R Ashwin,7
548380,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Sunny Gupta,12
548380,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,UT Yadav,13
548380,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,AD Russell,14
548380,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,VR Aaron,13
548380,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,BW Hilfenhaus,18
548380,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,JA Morkel,28
548381,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,B Lee,33
548381,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Shakib Al Hasan,17
548381,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,SP Narine,4
548381,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,BW Hilfenhaus,15
548381,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,JA Morkel,26
548381,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,R Ashwin,15
597998,Eden Gardens,1,Delhi Daredevils,B Lee,18
597998,Eden Gardens,1,Delhi Daredevils,JH Kallis,16
597998,Eden Gardens,1,Delhi Daredevils,L Balaji,7
597998,Eden Gardens,1,Delhi Daredevils,SP Narine,4
597998,Eden Gardens,2,Kolkata Knight Riders,IK Pathan,15
597998,Eden Gardens,2,Kolkata Knight Riders,A Nehra,20
597998,Eden Gardens,2,Kolkata Knight Riders,UT Yadav,11
597999,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,MG Johnson,8
597999,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,MM Patel,8
597999,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,JJ Bumrah,12
597999,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,JDP Oram,3
597999,M Chinnaswamy Stadium,2,Mumbai Indians,JD Unadkat,9
597999,M Chinnaswamy Stadium,2,Mumbai Indians,DT Christian,14
597999,M Chinnaswamy Stadium,2,Mumbai Indians,R Vinay Kumar,4
597999,M Chinnaswamy Stadium,2,Mumbai Indians,M Muralitharan,11
598000,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,MN Samuels,15
598000,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,B Kumar,9
598000,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,AB Dinda,14
598000,"Rajiv Gandhi International Stadium, Uppal",2,Pune Warriors,DW Steyn,4
598000,"Rajiv Gandhi International Stadium, Uppal",2,Pune Warriors,I Sharma,18
598000,"Rajiv Gandhi International Stadium, Uppal",2,Pune Warriors,NLTC Perera,5
598001,Feroz Shah Kotla,1,Rajasthan Royals,IK Pathan,5
598001,Feroz Shah Kotla,1,Rajasthan Royals,A Nehra,16
598001,Feroz Shah Kotla,1,Rajasthan Royals,UT Yadav,15
598001,Feroz Shah Kotla,1,Rajasthan Royals,AD Russell,9
598001,Feroz Shah Kotla,2,Delhi Daredevils,S Badree,27
598001,Feroz Shah Kotla,2,Delhi Daredevils,S Sreesanth,12
598002,"MA Chidambaram Stadium, Chepauk",1,Mumbai Indians,DP Nannes,15
598002,"MA Chidambaram Stadium, Chepauk",1,Mumbai Indians,AS Rajpoot,26
598002,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,MG Johnson,11
598002,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,MM Patel,21
598002,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Harbhajan Singh,4
598004,"Rajiv Gandhi International Stadium, Uppal",1,Royal Challengers Bangalore,DW Steyn,14
598004,"Rajiv Gandhi International Stadium, Uppal",1,Royal Challengers Bangalore,GH Vihari,5
598004,"Rajiv Gandhi International Stadium, Uppal",1,Royal Challengers Bangalore,I Sharma,11
598004,"Rajiv Gandhi International Stadium, Uppal",1,Royal Challengers Bangalore,Ankit Sharma,10
598004,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,JD Unadkat,11
598004,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,MC Henriques,15
598004,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,M Kartik,11
598004,"Rajiv Gandhi International Stadium, Uppal",3,Sunrisers Hyderabad,R Vinay Kumar,20
598004,"Rajiv Gandhi International Stadium, Uppal",4,Royal Challengers Bangalore,DW Steyn,15
598003,Subrata Roy Sahara Stadium,1,Pune Warriors,P Kumar,12
598003,Subrata Roy Sahara Stadium,1,Pune Warriors,RJ Harris,6
598003,Subrata Roy Sahara Stadium,1,Pune Warriors,Azhar Mahmood,3
598003,Subrata Roy Sahara Stadium,1,Pune Warriors,P Awana,3
598003,Subrata Roy Sahara Stadium,2,Kings XI Punjab,B Kumar,16
598003,Subrata Roy Sahara Stadium,2,Kings XI Punjab,AB Dinda,28
598003,Subrata Roy Sahara Stadium,2,Kings XI Punjab,AD Mathews,12
598005,Sawai Mansingh Stadium,1,Rajasthan Royals,B Lee,14
598005,Sawai Mansingh Stadium,1,Rajasthan Royals,Mohammed Shami,13
598005,Sawai Mansingh Stadium,1,Rajasthan Royals,SP Narine,8
598005,Sawai Mansingh Stadium,2,Kolkata Knight Riders,S Sreesanth,14
598005,Sawai Mansingh Stadium,2,Kolkata Knight Riders,SW Tait,7
598005,Sawai Mansingh Stadium,2,Kolkata Knight Riders,R Shukla,15
598005,Sawai Mansingh Stadium,2,Kolkata Knight Riders,KK Cooper,4
598048,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,RP Singh,12
598048,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,R Vinay Kumar,13
598048,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,JD Unadkat,7
598048,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,M Muralitharan,8
598048,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,GH Vihari,12
598048,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,DW Steyn,6
598048,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,I Sharma,21
598048,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,NLTC Perera,8
598006,Wankhede Stadium,1,Mumbai Indians,IK Pathan,6
598006,Wankhede Stadium,1,Mumbai Indians,A Nehra,22
598006,Wankhede Stadium,1,Mumbai Indians,M Morkel,8
598006,Wankhede Stadium,1,Mumbai Indians,UT Yadav,2
598006,Wankhede Stadium,2,Delhi Daredevils,Harbhajan Singh,12
598006,Wankhede Stadium,2,Delhi Daredevils,SL Malinga,12
598006,Wankhede Stadium,2,Delhi Daredevils,MG Johnson,22
598007,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,DP Nannes,16
598007,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,AS Rajpoot,11
598007,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,CH Morris,16
598007,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,P Kumar,11
598007,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,RJ Harris,10
598007,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,Azhar Mahmood,10
598007,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,P Awana,7
598008,M Chinnaswamy Stadium,1,Kolkata Knight Riders,MC Henriques,16
598008,M Chinnaswamy Stadium,1,Kolkata Knight Riders,RP Singh,10
598008,M Chinnaswamy Stadium,1,Kolkata Knight Riders,JD Unadkat,5
598008,M Chinnaswamy Stadium,1,Kolkata Knight Riders,M Muralitharan,13
598008,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,R McLaren,34
598008,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,JH Kallis,7
598008,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,SP Narine,2
598009,Subrata Roy Sahara Stadium,1,Rajasthan Royals,B Kumar,13
598009,Subrata Roy Sahara Stadium,1,Rajasthan Royals,AB Dinda,17
598009,Subrata Roy Sahara Stadium,1,Rajasthan Royals,AD Mathews,10
598009,Subrata Roy Sahara Stadium,1,Rajasthan Royals,R Sharma,4
598009,Subrata Roy Sahara Stadium,2,Pune Warriors,Harmeet Singh (2),23
598009,Subrata Roy Sahara Stadium,2,Pune Warriors,S Sreesanth,28
598009,Subrata Roy Sahara Stadium,2,Pune Warriors,JP Faulkner,7
598009,Subrata Roy Sahara Stadium,2,Pune Warriors,KK Cooper,6
598010,Feroz Shah Kotla,1,Delhi Daredevils,DW Steyn,4
598010,Feroz Shah Kotla,1,Delhi Daredevils,I Sharma,15
598010,Feroz Shah Kotla,1,Delhi Daredevils,NLTC Perera,9
598010,Feroz Shah Kotla,1,Delhi Daredevils,Anand Rajan,1
598010,Feroz Shah Kotla,2,Sunrisers Hyderabad,IK Pathan,7
598010,Feroz Shah Kotla,2,Sunrisers Hyderabad,S Kaul,8
598010,Feroz Shah Kotla,2,Sunrisers Hyderabad,M Morkel,10
598010,Feroz Shah Kotla,2,Sunrisers Hyderabad,UT Yadav,13
598011,Wankhede Stadium,1,Mumbai Indians,AJ Finch,3
598011,Wankhede Stadium,1,Mumbai Indians,B Kumar,8
598011,Wankhede Stadium,1,Mumbai Indians,AB Dinda,17
598011,Wankhede Stadium,1,Mumbai Indians,R Sharma,18
598011,Wankhede Stadium,1,Mumbai Indians,AD Mathews,2
598011,Wankhede Stadium,2,Pune Warriors,MG Johnson,14
598011,Wankhede Stadium,2,Pune Warriors,PP Ojha,8
598011,Wankhede Stadium,2,Pune Warriors,Harbhajan Singh,10
598011,Wankhede Stadium,2,Pune Warriors,SL Malinga,8
598012,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,DP Nannes,10
598012,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,CH Morris,10
598012,"MA Chidambaram Stadium, Chepauk",1,Royal Challengers Bangalore,MM Sharma,13
598012,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,R Rampaul,5
598012,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,RP Singh,1
598012,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,R Vinay Kumar,18
598012,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,DT Christian,7
598014,Sawai Mansingh Stadium,1,Kings XI Punjab,A Chandila,14
598014,Sawai Mansingh Stadium,1,Kings XI Punjab,S Sreesanth,7
598014,Sawai Mansingh Stadium,1,Kings XI Punjab,KK Cooper,13
598014,Sawai Mansingh Stadium,2,Rajasthan Royals,P Kumar,14
598014,Sawai Mansingh Stadium,2,Rajasthan Royals,RJ Harris,25
598014,Sawai Mansingh Stadium,2,Rajasthan Royals,P Awana,9
598013,Eden Gardens,1,Kolkata Knight Riders,DW Steyn,9
598013,Eden Gardens,1,Kolkata Knight Riders,GH Vihari,15
598013,Eden Gardens,1,Kolkata Knight Riders,I Sharma,13
598013,Eden Gardens,1,Kolkata Knight Riders,NLTC Perera,11
598013,Eden Gardens,2,Sunrisers Hyderabad,L Balaji,20
598013,Eden Gardens,2,Sunrisers Hyderabad,SMSM Senanayake,15
598013,Eden Gardens,2,Sunrisers Hyderabad,SP Narine,4
598015,"MA Chidambaram Stadium, Chepauk",1,Pune Warriors,DP Nannes,27
598015,"MA Chidambaram Stadium, Chepauk",1,Pune Warriors,RA Jadeja,15
598015,"MA Chidambaram Stadium, Chepauk",1,Pune Warriors,R Ashwin,6
598015,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,B Kumar,6
598015,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,AB Dinda,19
598015,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,MR Marsh,13
598016,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,L Balaji,15
598016,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,JH Kallis,6
598016,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,SMSM Senanayake,10
598016,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,SP Narine,4
598016,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,P Kumar,26
598016,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Azhar Mahmood,8
598016,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,MS Gony,11
598017,M Chinnaswamy Stadium,1,Delhi Daredevils,R Rampaul,14
598017,M Chinnaswamy Stadium,1,Delhi Daredevils,RP Singh,15
598017,M Chinnaswamy Stadium,1,Delhi Daredevils,JD Unadkat,13
598017,M Chinnaswamy Stadium,1,Delhi Daredevils,R Vinay Kumar,1
598017,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,A Nehra,23
598017,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,M Morkel,20
598017,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,IK Pathan,5
598017,M Chinnaswamy Stadium,3,Royal Challengers Bangalore,UT Yadav,15
598017,M Chinnaswamy Stadium,4,Delhi Daredevils,R Rampaul,11
598018,Subrata Roy Sahara Stadium,1,Sunrisers Hyderabad,B Kumar,13
598018,Subrata Roy Sahara Stadium,1,Sunrisers Hyderabad,AB Dinda,4
598018,Subrata Roy Sahara Stadium,1,Sunrisers Hyderabad,AD Mathews,8
598018,Subrata Roy Sahara Stadium,2,Pune Warriors,I Sharma,18
598018,Subrata Roy Sahara Stadium,2,Pune Warriors,DW Steyn,22
598018,Subrata Roy Sahara Stadium,2,Pune Warriors,NLTC Perera,1
598019,Sawai Mansingh Stadium,1,Rajasthan Royals,MG Johnson,14
598019,Sawai Mansingh Stadium,1,Rajasthan Royals,SL Malinga,24
598019,Sawai Mansingh Stadium,1,Rajasthan Royals,R Dhawan,7
598019,Sawai Mansingh Stadium,1,Rajasthan Royals,PP Ojha,13
598019,Sawai Mansingh Stadium,2,Mumbai Indians,A Chandila,8
598019,Sawai Mansingh Stadium,2,Mumbai Indians,AA Chavan,10
598019,Sawai Mansingh Stadium,2,Mumbai Indians,JP Faulkner,8
598020,Feroz Shah Kotla,1,Chennai Super Kings,S Nadeem,5
598020,Feroz Shah Kotla,1,Chennai Super Kings,IK Pathan,11
598020,Feroz Shah Kotla,1,Chennai Super Kings,M Morkel,13
598020,Feroz Shah Kotla,1,Chennai Super Kings,UT Yadav,10
598020,Feroz Shah Kotla,2,Delhi Daredevils,JA Morkel,9
598020,Feroz Shah Kotla,2,Delhi Daredevils,MM Sharma,10
598020,Feroz Shah Kotla,2,Delhi Daredevils,CH Morris,13
598021,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,GH Vihari,2
598021,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,DW Steyn,5
598021,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,I Sharma,17
598021,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,NLTC Perera,12
598021,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,P Kumar,12
598021,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,AD Mascarenhas,13
598021,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Azhar Mahmood,8
598023,M Chinnaswamy Stadium,1,Rajasthan Royals,R Rampaul,16
598023,M Chinnaswamy Stadium,1,Rajasthan Royals,RP Singh,9
598023,M Chinnaswamy Stadium,1,Rajasthan Royals,JD Unadkat,6
598023,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,A Chandila,4
598023,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,S Sreesanth,9
598023,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,SW Tait,23
598023,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,JP Faulkner,12
598022,Eden Gardens,1,Kolkata Knight Riders,JA Morkel,29
598022,Eden Gardens,1,Kolkata Knight Riders,MM Sharma,9
598022,Eden Gardens,1,Kolkata Knight Riders,CH Morris,9
598022,Eden Gardens,2,Chennai Super Kings,L Balaji,12
598022,Eden Gardens,2,Chennai Super Kings,SMSM Senanayake,11
598022,Eden Gardens,2,Chennai Super Kings,SP Narine,4
598024,Feroz Shah Kotla,1,Mumbai Indians,IK Pathan,13
598024,Feroz Shah Kotla,1,Mumbai Indians,S Nadeem,4
598024,Feroz Shah Kotla,1,Mumbai Indians,RE van der Merwe,5
598024,Feroz Shah Kotla,1,Mumbai Indians,UT Yadav,2
598024,Feroz Shah Kotla,2,Delhi Daredevils,SL Malinga,11
598024,Feroz Shah Kotla,2,Delhi Daredevils,JJ Bumrah,25
598024,Feroz Shah Kotla,2,Delhi Daredevils,MM Patel,24
598025,"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,P Kumar,10
598025,"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,Azhar Mahmood,20
598025,"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,P Awana,18
598025,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,B Kumar,16
598025,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,BAW Mendis,20
598025,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,AB Dinda,8
598025,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,R Sharma,11
598026,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,MM Sharma,19
598026,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,JO Holder,13
598026,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,CH Morris,16
598026,"MA Chidambaram Stadium, Chepauk",1,Rajasthan Royals,R Ashwin,7
598026,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,A Chandila,13
598026,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,R Shukla,25
598026,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,JP Faulkner,7
598026,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,KK Cooper,13
598059,Feroz Shah Kotla,1,Delhi Daredevils,P Kumar,18
598059,Feroz Shah Kotla,1,Delhi Daredevils,P Awana,12
598059,Feroz Shah Kotla,1,Delhi Daredevils,Harmeet Singh,10
598059,Feroz Shah Kotla,2,Kings XI Punjab,IK Pathan,26
598059,Feroz Shah Kotla,2,Kings XI Punjab,A Nehra,14
598059,Feroz Shah Kotla,2,Kings XI Punjab,J Botha,5
