matchid,venue,innings,batting_team,bowler,runs
1136594,Holkar Cricket Stadium,1,Kings XI Punjab,HH Pandya,16
1136594,Holkar Cricket Stadium,2,Mumbai Indians,R Ashwin,13
1136594,Holkar Cricket Stadium,2,Mumbai Indians,AS Rajpoot,19
1136594,Holkar Cricket Stadium,2,Mumbai Indians,AJ Tye,5
1136594,Holkar Cricket Stadium,2,Mumbai Indians,Mujeeb Ur Rahman,2
1136595,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,DJ Willey,16
1136595,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,L Ngidi,23
1136595,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,SN Thakur,8
1136595,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,TG Southee,30
1136595,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,YS Chahal,0
1136595,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,UT Yadav,12
1136596,Rajiv Gandhi International Stadium,1,Delhi Daredevils,B Kumar,8
1136596,Rajiv Gandhi International Stadium,1,Delhi Daredevils,Sandeep Sharma,22
1136596,Rajiv Gandhi International Stadium,1,Delhi Daredevils,Shakib Al Hasan,10
1136596,Rajiv Gandhi International Stadium,1,Delhi Daredevils,S Kaul,20
1136596,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,TA Boult,9
1136596,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Avesh Khan,37
1136596,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,GJ Maxwell,4
1136596,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,LE Plunkett,11
1136597,Wankhede Stadium,1,Mumbai Indians,N Rana,1
1136597,Wankhede Stadium,1,Mumbai Indians,M Prasidh Krishna,17
1136597,Wankhede Stadium,1,Mumbai Indians,MG Johnson,15
1136597,Wankhede Stadium,1,Mumbai Indians,SP Narine,9
1136597,Wankhede Stadium,1,Mumbai Indians,PP Chawla,14
1136597,Wankhede Stadium,2,Kolkata Knight Riders,MJ McClenaghan,26
1136597,Wankhede Stadium,2,Kolkata Knight Riders,JJ Bumrah,13
1136597,Wankhede Stadium,2,Kolkata Knight Riders,HH Pandya,8
1136598,Holkar Cricket Stadium,1,Rajasthan Royals,R Ashwin,7
1136598,Holkar Cricket Stadium,1,Rajasthan Royals,AS Rajpoot,17
1136598,Holkar Cricket Stadium,1,Rajasthan Royals,Mujeeb Ur Rahman,14
1136598,Holkar Cricket Stadium,1,Rajasthan Royals,AR Patel,7
1136598,Holkar Cricket Stadium,2,Kings XI Punjab,K Gowtham,14
1136598,Holkar Cricket Stadium,2,Kings XI Punjab,JC Archer,13
1136598,Holkar Cricket Stadium,2,Kings XI Punjab,BA Stokes,6
1136598,Holkar Cricket Stadium,2,Kings XI Punjab,JD Unadkat,1
1136599,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,MM Ali,4
1136599,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,UT Yadav,15
1136599,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,TG Southee,17
1136599,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Mohammed Siraj,2
1136599,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sandeep Sharma,5
1136599,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,B Kumar,16
1136599,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Shakib Al Hasan,26
1136599,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,S Kaul,8
1136600,Sawai Mansingh Stadium,1,Rajasthan Royals,MP Stoinis,11
1136600,Sawai Mansingh Stadium,1,Rajasthan Royals,AR Patel,14
1136600,Sawai Mansingh Stadium,1,Rajasthan Royals,MM Sharma,24
1136600,Sawai Mansingh Stadium,1,Rajasthan Royals,AJ Tye,14
1136600,Sawai Mansingh Stadium,2,Kings XI Punjab,K Gowtham,8
1136600,Sawai Mansingh Stadium,2,Kings XI Punjab,JC Archer,12
1136600,Sawai Mansingh Stadium,2,Kings XI Punjab,JD Unadkat,5
1136600,Sawai Mansingh Stadium,2,Kings XI Punjab,BA Stokes,8
1136601,Eden Gardens,1,Mumbai Indians,AD Russell,5
1136601,Eden Gardens,1,Mumbai Indians,M Prasidh Krishna,15
1136601,Eden Gardens,1,Mumbai Indians,TK Curran,11
1136601,Eden Gardens,1,Mumbai Indians,SP Narine,6
1136601,Eden Gardens,1,Mumbai Indians,PP Chawla,10
1136601,Eden Gardens,2,Kolkata Knight Riders,MJ McClenaghan,23
1136601,Eden Gardens,2,Kolkata Knight Riders,KH Pandya,9
1136601,Eden Gardens,2,Kolkata Knight Riders,JJ Bumrah,7
1136601,Eden Gardens,2,Kolkata Knight Riders,HH Pandya,8
1136602,Arun Jaitley Stadium,1,Delhi Daredevils,B Kumar,8
1136602,Arun Jaitley Stadium,1,Delhi Daredevils,Sandeep Sharma,10
1136602,Arun Jaitley Stadium,1,Delhi Daredevils,Shakib Al Hasan,5
1136602,Arun Jaitley Stadium,1,Delhi Daredevils,S Kaul,15
1136602,Arun Jaitley Stadium,2,Sunrisers Hyderabad,TA Boult,19
1136602,Arun Jaitley Stadium,2,Sunrisers Hyderabad,HV Patel,19
1136602,Arun Jaitley Stadium,2,Sunrisers Hyderabad,S Nadeem,4
1136602,Arun Jaitley Stadium,2,Sunrisers Hyderabad,LE Plunkett,9
1136603,Sawai Mansingh Stadium,1,Chennai Super Kings,K Gowtham,19
1136603,Sawai Mansingh Stadium,1,Chennai Super Kings,Ankit Sharma,11
1136603,Sawai Mansingh Stadium,1,Chennai Super Kings,JC Archer,11
1136603,Sawai Mansingh Stadium,1,Chennai Super Kings,BA Stokes,8
1136603,Sawai Mansingh Stadium,1,Chennai Super Kings,JD Unadkat,6
1136603,Sawai Mansingh Stadium,2,Rajasthan Royals,DJ Willey,13
1136603,Sawai Mansingh Stadium,2,Rajasthan Royals,Harbhajan Singh,29
1136603,Sawai Mansingh Stadium,2,Rajasthan Royals,RA Jadeja,13
1136603,Sawai Mansingh Stadium,2,Rajasthan Royals,SN Thakur,2
1136604,Holkar Cricket Stadium,1,Kolkata Knight Riders,MM Sharma,13
1136604,Holkar Cricket Stadium,1,Kolkata Knight Riders,Mujeeb Ur Rahman,7
1136604,Holkar Cricket Stadium,1,Kolkata Knight Riders,R Ashwin,12
1136604,Holkar Cricket Stadium,1,Kolkata Knight Riders,BB Sran,15
1136604,Holkar Cricket Stadium,1,Kolkata Knight Riders,AJ Tye,12
1136604,Holkar Cricket Stadium,2,Kings XI Punjab,SP Narine,15
1136604,Holkar Cricket Stadium,2,Kings XI Punjab,M Prasidh Krishna,16
1136604,Holkar Cricket Stadium,2,Kings XI Punjab,JPR Scantlebury-Searles,13
1136604,Holkar Cricket Stadium,2,Kings XI Punjab,AD Russell,14
1136605,Arun Jaitley Stadium,1,Delhi Daredevils,YS Chahal,10
1136605,Arun Jaitley Stadium,1,Delhi Daredevils,UT Yadav,22
1136605,Arun Jaitley Stadium,1,Delhi Daredevils,TG Southee,12
1136605,Arun Jaitley Stadium,2,Royal Challengers Bangalore,S Lamichhane,11
1136605,Arun Jaitley Stadium,2,Royal Challengers Bangalore,TA Boult,20
1136605,Arun Jaitley Stadium,2,Royal Challengers Bangalore,CJ Dala,17
1136605,Arun Jaitley Stadium,2,Royal Challengers Bangalore,HV Patel,10
1136606,Maharashtra Cricket Association Stadium,1,Sunrisers Hyderabad,DL Chahar,8
1136606,Maharashtra Cricket Association Stadium,1,Sunrisers Hyderabad,SN Thakur,11
1136606,Maharashtra Cricket Association Stadium,1,Sunrisers Hyderabad,DJ Willey,10
1136606,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Sandeep Sharma,20
1136606,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,B Kumar,16
1136606,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Rashid Khan,7
1136606,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Shakib Al Hasan,10
1136607,Wankhede Stadium,1,Mumbai Indians,K Gowtham,14
1136607,Wankhede Stadium,1,Mumbai Indians,DS Kulkarni,26
1136607,Wankhede Stadium,1,Mumbai Indians,JC Archer,5
1136607,Wankhede Stadium,1,Mumbai Indians,BA Stokes,6
1136607,Wankhede Stadium,2,Rajasthan Royals,JJ Bumrah,13
1136607,Wankhede Stadium,2,Rajasthan Royals,MJ McClenaghan,15
1136607,Wankhede Stadium,2,Rajasthan Royals,KH Pandya,16
1136607,Wankhede Stadium,2,Rajasthan Royals,HH Pandya,7
1136608,Holkar Cricket Stadium,1,Kings XI Punjab,UT Yadav,21
1136608,Holkar Cricket Stadium,1,Kings XI Punjab,TG Southee,20
1136608,Holkar Cricket Stadium,1,Kings XI Punjab,Mohammed Siraj,6
1136608,Holkar Cricket Stadium,2,Royal Challengers Bangalore,R Ashwin,9
1136608,Holkar Cricket Stadium,2,Royal Challengers Bangalore,AJ Tye,26
1136608,Holkar Cricket Stadium,2,Royal Challengers Bangalore,AS Rajpoot,16
1136608,Holkar Cricket Stadium,2,Royal Challengers Bangalore,MM Sharma,15
1136609,Eden Gardens,1,Rajasthan Royals,Shivam Mavi,30
1136609,Eden Gardens,1,Rajasthan Royals,M Prasidh Krishna,19
1136609,Eden Gardens,1,Rajasthan Royals,SP Narine,15
1136609,Eden Gardens,1,Rajasthan Royals,AD Russell,4
1136609,Eden Gardens,2,Kolkata Knight Riders,K Gowtham,21
1136609,Eden Gardens,2,Kolkata Knight Riders,BA Stokes,13
1136609,Eden Gardens,2,Kolkata Knight Riders,JC Archer,17
1136610,Wankhede Stadium,1,Mumbai Indians,AS Rajpoot,28
1136610,Wankhede Stadium,1,Mumbai Indians,MM Sharma,27
1136610,Wankhede Stadium,1,Mumbai Indians,AJ Tye,5
1136610,Wankhede Stadium,2,Kings XI Punjab,MJ McClenaghan,14
1136610,Wankhede Stadium,2,Kings XI Punjab,JJ Bumrah,1
1136610,Wankhede Stadium,2,Kings XI Punjab,HH Pandya,31
1136610,Wankhede Stadium,2,Kings XI Punjab,KH Pandya,11
1136611,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sandeep Sharma,15
1136611,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Shakib Al Hasan,19
1136611,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rashid Khan,5
1136611,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,S Kaul,5
1136611,M.Chinnaswamy Stadium,2,Sunrisers Hyderabad,UT Yadav,14
1136611,M.Chinnaswamy Stadium,2,Sunrisers Hyderabad,TG Southee,14
1136611,M.Chinnaswamy Stadium,2,Sunrisers Hyderabad,YS Chahal,13
1136611,M.Chinnaswamy Stadium,2,Sunrisers Hyderabad,Mohammed Siraj,15
1136612,Arun Jaitley Stadium,1,Delhi Daredevils,DL Chahar,23
1136612,Arun Jaitley Stadium,1,Delhi Daredevils,L Ngidi,4
1136612,Arun Jaitley Stadium,1,Delhi Daredevils,RA Jadeja,6
1136612,Arun Jaitley Stadium,1,Delhi Daredevils,SN Thakur,6
1136612,Arun Jaitley Stadium,2,Chennai Super Kings,TA Boult,12
1136612,Arun Jaitley Stadium,2,Chennai Super Kings,S Lamichhane,2
1136612,Arun Jaitley Stadium,2,Chennai Super Kings,Avesh Khan,28
1136612,Arun Jaitley Stadium,2,Chennai Super Kings,HV Patel,2
1136613,Sawai Mansingh Stadium,1,Rajasthan Royals,YS Chahal,12
1136613,Sawai Mansingh Stadium,1,Rajasthan Royals,UT Yadav,13
1136613,Sawai Mansingh Stadium,1,Rajasthan Royals,MM Ali,10
1136613,Sawai Mansingh Stadium,1,Rajasthan Royals,TG Southee,10
1136613,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,K Gowtham,7
1136613,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,JC Archer,28
1136613,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,B Laughlin,10
1136613,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,JD Unadkat,10
1136614,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,N Rana,5
1136614,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,M Prasidh Krishna,11
1136614,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,AD Russell,20
1136614,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,SP Narine,13
1136614,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,PP Chawla,11
1136614,Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,B Kumar,17
1136614,Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Sandeep Sharma,20
1136614,Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,S Kaul,17
1136614,Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Shakib Al Hasan,12
1136615,Arun Jaitley Stadium,1,Delhi Daredevils,KH Pandya,9
1136615,Arun Jaitley Stadium,1,Delhi Daredevils,JJ Bumrah,17
1136615,Arun Jaitley Stadium,1,Delhi Daredevils,HH Pandya,10
1136615,Arun Jaitley Stadium,1,Delhi Daredevils,Mustafizur Rahman,10
1136615,Arun Jaitley Stadium,2,Mumbai Indians,S Lamichhane,13
1136615,Arun Jaitley Stadium,2,Mumbai Indians,TA Boult,1
1136615,Arun Jaitley Stadium,2,Mumbai Indians,GJ Maxwell,19
1136615,Arun Jaitley Stadium,2,Mumbai Indians,HV Patel,17
1136615,Arun Jaitley Stadium,2,Mumbai Indians,LE Plunkett,7
1136616,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,DL Chahar,21
1136616,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,L Ngidi,8
1136616,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,AS Rajpoot,12
1136616,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,MM Sharma,11
1136616,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,AJ Tye,10
1136617,Wankhede Stadium,1,Sunrisers Hyderabad,DL Chahar,28
1136617,Wankhede Stadium,1,Sunrisers Hyderabad,L Ngidi,12
1136617,Wankhede Stadium,1,Sunrisers Hyderabad,SN Thakur,7
1136617,Wankhede Stadium,2,Chennai Super Kings,B Kumar,8
1136617,Wankhede Stadium,2,Chennai Super Kings,Sandeep Sharma,13
1136617,Wankhede Stadium,2,Chennai Super Kings,S Kaul,12
1136618,Eden Gardens,1,Kolkata Knight Riders,K Gowtham,19
1136618,Eden Gardens,1,Kolkata Knight Riders,JC Archer,13
1136618,Eden Gardens,1,Kolkata Knight Riders,JD Unadkat,14
1136618,Eden Gardens,2,Rajasthan Royals,AD Russell,9
1136618,Eden Gardens,2,Rajasthan Royals,M Prasidh Krishna,17
1136618,Eden Gardens,2,Rajasthan Royals,PP Chawla,10
1136618,Eden Gardens,2,Rajasthan Royals,SP Narine,15
1136619,Eden Gardens,1,Sunrisers Hyderabad,Shivam Mavi,21
1136619,Eden Gardens,1,Sunrisers Hyderabad,M Prasidh Krishna,10
1136619,Eden Gardens,1,Sunrisers Hyderabad,AD Russell,9
1136619,Eden Gardens,1,Sunrisers Hyderabad,SP Narine,5
1136619,Eden Gardens,2,Kolkata Knight Riders,B Kumar,25
1136619,Eden Gardens,2,Kolkata Knight Riders,KK Ahmed,25
1136619,Eden Gardens,2,Kolkata Knight Riders,S Kaul,17
1136620,Wankhede Stadium,1,Sunrisers Hyderabad,DL Chahar,22
1136620,Wankhede Stadium,1,Sunrisers Hyderabad,L Ngidi,8
1136620,Wankhede Stadium,1,Sunrisers Hyderabad,SN Thakur,12
1136620,Wankhede Stadium,2,Chennai Super Kings,B Kumar,9
1136620,Wankhede Stadium,2,Chennai Super Kings,Sandeep Sharma,26
1178409,Arun Jaitley Stadium,1,Mumbai Indians,I Sharma,18
1178409,Arun Jaitley Stadium,1,Mumbai Indians,K Rabada,7
1178409,Arun Jaitley Stadium,1,Mumbai Indians,CH Morris,16
1178409,Arun Jaitley Stadium,1,Mumbai Indians,KMA Paul,16
1178409,Arun Jaitley Stadium,2,Delhi Capitals,HH Pandya,8
1178409,Arun Jaitley Stadium,2,Delhi Capitals,RD Chahar,10
1178409,Arun Jaitley Stadium,2,Delhi Capitals,SL Malinga,10
1178409,Arun Jaitley Stadium,2,Delhi Capitals,J Yadav,16
1178409,Arun Jaitley Stadium,2,Delhi Capitals,JJ Bumrah,4
1178410,Eden Gardens,1,Royal Challengers Bangalore,HF Gurney,7
1178410,Eden Gardens,1,Royal Challengers Bangalore,SP Narine,13
1178410,Eden Gardens,1,Royal Challengers Bangalore,M Prasidh Krishna,22
1178410,Eden Gardens,2,Kolkata Knight Riders,DW Steyn,26
1178410,Eden Gardens,2,Kolkata Knight Riders,NA Saini,7
1178410,Eden Gardens,2,Kolkata Knight Riders,Mohammed Siraj,4
1178411,Sawai Mansingh Stadium,1,Mumbai Indians,STR Binny,3
1178411,Sawai Mansingh Stadium,1,Mumbai Indians,DS Kulkarni,22
1178411,Sawai Mansingh Stadium,1,Mumbai Indians,S Gopal,7
1178411,Sawai Mansingh Stadium,1,Mumbai Indians,JC Archer,6
1178411,Sawai Mansingh Stadium,1,Mumbai Indians,JD Unadkat,8
1178411,Sawai Mansingh Stadium,2,Rajasthan Royals,HH Pandya,9
1178411,Sawai Mansingh Stadium,2,Rajasthan Royals,KH Pandya,15
1178411,Sawai Mansingh Stadium,2,Rajasthan Royals,SL Malinga,19
1178411,Sawai Mansingh Stadium,2,Rajasthan Royals,RD Chahar,13
1178411,Sawai Mansingh Stadium,2,Rajasthan Royals,JJ Bumrah,4
1178412,Arun Jaitley Stadium,1,Kings XI Punjab,I Sharma,19
1178412,Arun Jaitley Stadium,1,Kings XI Punjab,S Lamichhane,27
1178412,Arun Jaitley Stadium,1,Kings XI Punjab,K Rabada,4
1178412,Arun Jaitley Stadium,2,Delhi Capitals,Mohammed Shami,13
1178412,Arun Jaitley Stadium,2,Delhi Capitals,SM Curran,11
1178412,Arun Jaitley Stadium,2,Delhi Capitals,GC Viljoen,11
1178412,Arun Jaitley Stadium,2,Delhi Capitals,Harpreet Brar,17
1178412,Arun Jaitley Stadium,2,Delhi Capitals,R Ashwin,8
1178413,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,B Kumar,10
1178413,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,S Nadeem,18
1178413,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,KK Ahmed,20
1178413,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Sandeep Sharma,13
1178413,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,HF Gurney,16
1178413,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Y Prithvi Raj,16
1178413,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,PP Chawla,11
1178413,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,SP Narine,9
1178413,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,KC Cariappa,20
1178414,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,DL Chahar,17
1178414,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,SN Thakur,32
1178414,M.Chinnaswamy Stadium,2,Chennai Super Kings,DW Steyn,17
1178414,M.Chinnaswamy Stadium,2,Chennai Super Kings,NA Saini,1
1178414,M.Chinnaswamy Stadium,2,Chennai Super Kings,UT Yadav,14
1178415,Sawai Mansingh Stadium,1,Rajasthan Royals,I Sharma,12
1178415,Sawai Mansingh Stadium,1,Rajasthan Royals,K Rabada,19
1178415,Sawai Mansingh Stadium,1,Rajasthan Royals,AR Patel,21
1178415,Sawai Mansingh Stadium,2,Delhi Capitals,STR Binny,3
1178415,Sawai Mansingh Stadium,2,Delhi Capitals,DS Kulkarni,26
1178415,Sawai Mansingh Stadium,2,Delhi Capitals,JD Unadkat,7
1178415,Sawai Mansingh Stadium,2,Delhi Capitals,S Gopal,15
1178415,Sawai Mansingh Stadium,2,Delhi Capitals,JC Archer,8
1178416,MA Chidambaram Stadium,1,Sunrisers Hyderabad,DL Chahar,23
1178416,MA Chidambaram Stadium,1,Sunrisers Hyderabad,Harbhajan Singh,31
1178416,MA Chidambaram Stadium,2,Chennai Super Kings,B Kumar,6
1178416,MA Chidambaram Stadium,2,Chennai Super Kings,KK Ahmed,13
1178416,MA Chidambaram Stadium,2,Chennai Super Kings,Shakib Al Hasan,8
1178416,MA Chidambaram Stadium,2,Chennai Super Kings,Sandeep Sharma,22
1178417,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,AS Rajpoot,34
1178417,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mohammed Shami,36
1178417,M.Chinnaswamy Stadium,2,Kings XI Punjab,TG Southee,22
1178417,M.Chinnaswamy Stadium,2,Kings XI Punjab,UT Yadav,21
1178417,M.Chinnaswamy Stadium,2,Kings XI Punjab,NA Saini,13
1178417,M.Chinnaswamy Stadium,2,Kings XI Punjab,YS Chahal,12
1178418,Eden Gardens,1,Kolkata Knight Riders,VR Aaron,14
1178418,Eden Gardens,1,Kolkata Knight Riders,O Thomas,17
1178418,Eden Gardens,1,Kolkata Knight Riders,JC Archer,1
1178418,Eden Gardens,2,Rajasthan Royals,CR Brathwaite,5
1178418,Eden Gardens,2,Rajasthan Royals,M Prasidh Krishna,12
1178418,Eden Gardens,2,Rajasthan Royals,AD Russell,13
1178418,Eden Gardens,2,Rajasthan Royals,SP Narine,8
1178418,Eden Gardens,2,Rajasthan Royals,Y Prithvi Raj,17
1178419,MA Chidambaram Stadium,1,Mumbai Indians,DL Chahar,36
1178419,MA Chidambaram Stadium,1,Mumbai Indians,Harbhajan Singh,9
1178419,MA Chidambaram Stadium,2,Chennai Super Kings,SL Malinga,20
1178419,MA Chidambaram Stadium,2,Chennai Super Kings,KH Pandya,3
1178419,MA Chidambaram Stadium,2,Chennai Super Kings,HH Pandya,12
1178419,MA Chidambaram Stadium,2,Chennai Super Kings,JJ Bumrah,5
1178420,Sawai Mansingh Stadium,1,Sunrisers Hyderabad,VR Aaron,17
1178420,Sawai Mansingh Stadium,1,Sunrisers Hyderabad,O Thomas,20
1178420,Sawai Mansingh Stadium,1,Sunrisers Hyderabad,S Gopal,5
1178420,Sawai Mansingh Stadium,1,Sunrisers Hyderabad,JD Unadkat,9
1178420,Sawai Mansingh Stadium,2,Rajasthan Royals,B Kumar,14
1178420,Sawai Mansingh Stadium,2,Rajasthan Royals,Shakib Al Hasan,4
1178420,Sawai Mansingh Stadium,2,Rajasthan Royals,Rashid Khan,16
1178420,Sawai Mansingh Stadium,2,Rajasthan Royals,KK Ahmed,6
1178420,Sawai Mansingh Stadium,2,Rajasthan Royals,S Kaul,20
1178421,Arun Jaitley Stadium,1,Delhi Capitals,UT Yadav,23
1178421,Arun Jaitley Stadium,1,Delhi Capitals,Washington Sundar,10
1178421,Arun Jaitley Stadium,1,Delhi Capitals,YS Chahal,15
1178421,Arun Jaitley Stadium,1,Delhi Capitals,NA Saini,11
1178421,Arun Jaitley Stadium,2,Royal Challengers Bangalore,I Sharma,21
1178421,Arun Jaitley Stadium,2,Royal Challengers Bangalore,AR Patel,10
1178421,Arun Jaitley Stadium,2,Royal Challengers Bangalore,S Lamichhane,15
1178421,Arun Jaitley Stadium,2,Royal Challengers Bangalore,K Rabada,18
1178422,Eden Gardens,1,Kolkata Knight Riders,BB Sran,14
1178422,Eden Gardens,1,Kolkata Knight Riders,KH Pandya,14
1178422,Eden Gardens,1,Kolkata Knight Riders,SL Malinga,14
1178422,Eden Gardens,1,Kolkata Knight Riders,JJ Bumrah,8
1178422,Eden Gardens,2,Mumbai Indians,S Sandeep Warrier,24
1178422,Eden Gardens,2,Mumbai Indians,SP Narine,4
1178422,Eden Gardens,2,Mumbai Indians,HF Gurney,13
1178423,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Arshdeep Singh,25
1178423,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Mujeeb Ur Rahman,28
1178423,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Mohammed Shami,13
1178423,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,R Ashwin,11
1178423,Rajiv Gandhi International Stadium,2,Kings XI Punjab,KK Ahmed,17
1178423,Rajiv Gandhi International Stadium,2,Kings XI Punjab,B Kumar,10
1178423,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Sandeep Sharma,13
1178423,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Rashid Khan,4
1178424,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,VR Aaron,23
1178424,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,S Gopal,12
1178424,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,R Parag,10
1178424,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,JD Unadkat,9
1178424,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,O Thomas,8
1178424,M.Chinnaswamy Stadium,2,Rajasthan Royals,UT Yadav,10
1178424,M.Chinnaswamy Stadium,2,Rajasthan Royals,NA Saini,12
1178424,M.Chinnaswamy Stadium,2,Rajasthan Royals,K Khejroliya,18
1178424,M.Chinnaswamy Stadium,2,Rajasthan Royals,YS Chahal,1
1178425,MA Chidambaram Stadium,1,Chennai Super Kings,TA Boult,2
1178425,MA Chidambaram Stadium,1,Chennai Super Kings,J Suchith,5
1178425,MA Chidambaram Stadium,1,Chennai Super Kings,CH Morris,10
1178425,MA Chidambaram Stadium,1,Chennai Super Kings,AR Patel,10
1178425,MA Chidambaram Stadium,2,Delhi Capitals,DL Chahar,32
1178425,MA Chidambaram Stadium,2,Delhi Capitals,Harbhajan Singh,27
1178426,Wankhede Stadium,1,Mumbai Indians,B Kumar,18
1178426,Wankhede Stadium,1,Mumbai Indians,KK Ahmed,21
1178426,Wankhede Stadium,1,Mumbai Indians,Mohammad Nabi,4
1178426,Wankhede Stadium,1,Mumbai Indians,Rashid Khan,1
1178426,Wankhede Stadium,2,Sunrisers Hyderabad,BB Sran,24
1178426,Wankhede Stadium,2,Sunrisers Hyderabad,SL Malinga,23
1178426,Wankhede Stadium,2,Sunrisers Hyderabad,JJ Bumrah,12
1178426,Wankhede Stadium,3,Sunrisers Hyderabad,JJ Bumrah,8
1178426,Wankhede Stadium,4,Mumbai Indians,Rashid Khan,9
1178427,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,S Sandeep Warrier,22
1178427,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,HF Gurney,16
1178427,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,SP Narine,3
1178427,Punjab Cricket Association IS Bindra Stadium,2,Kolkata Knight Riders,Mohammed Shami,10
1178427,Punjab Cricket Association IS Bindra Stadium,2,Kolkata Knight Riders,Arshdeep Singh,25
1178427,Punjab Cricket Association IS Bindra Stadium,2,Kolkata Knight Riders,R Ashwin,12
1178427,Punjab Cricket Association IS Bindra Stadium,2,Kolkata Knight Riders,AJ Tye,15
1178428,Arun Jaitley Stadium,1,Rajasthan Royals,TA Boult,8
1178428,Arun Jaitley Stadium,1,Rajasthan Royals,I Sharma,20
1178428,Arun Jaitley Stadium,1,Rajasthan Royals,AR Patel,2
1178428,Arun Jaitley Stadium,2,Delhi Capitals,K Gowtham,6
1178428,Arun Jaitley Stadium,2,Delhi Capitals,VR Aaron,9
1178428,Arun Jaitley Stadium,2,Delhi Capitals,O Thomas,13
1178428,Arun Jaitley Stadium,2,Delhi Capitals,IS Sodhi,17
1178428,Arun Jaitley Stadium,2,Delhi Capitals,S Gopal,1
1178429,M.Chinnaswamy Stadium,1,Sunrisers Hyderabad,UT Yadav,10
1178429,M.Chinnaswamy Stadium,1,Sunrisers Hyderabad,NA Saini,26
